2026-04-26 21:34:09,479 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:34:09,602 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:34:09,602 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:34:09,602 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:34:09,603 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:35:09,603 | INFO | __main__ | Cycle started
2026-04-26 21:35:10,104 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:35:10,106 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:35:10,106 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:35:10,357 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:35:10,432 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:35:10,535 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:35:10,708 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:35:10,918 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:35:10,919 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:35:10,919 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:35:10,920 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:36:10,921 | INFO | __main__ | Cycle started
2026-04-26 21:36:11,391 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:36:11,392 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:36:11,392 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:36:11,764 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:36:11,897 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:36:12,021 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:36:12,157 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
